Hotel Name,Hotel URL,Room type,Number of guests,Price for 5 nights,Your choices,City
Ramses Hilton Hotel & Casino,https://www.booking.com/hotel/eg/ramses-hilton.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=4786409_274559468_2_42_0&highlighted_blocks=4786409_274559468_2_42_0&matching_block_id=4786409_274559468_2_42_0&sr_pri_blocks=4786409_274559468_2_42_0__49725&from_sustainable_property_sr=1&from=searchresults,"Imperial Suite 1 full bed A seating area with a flat-screen TV, air conditioning and a balcony are featured in this spacious suite. The unit offers 1 bed. Private suite 124 m² Balcony Air conditioning Flat-screen TV Minibar Free Wifi More | Imperial Suite | 1 full bed | A seating area with a flat-screen TV, air conditioning and a balcony are featured in this spacious suite. The unit offers 1 bed. | Private suite 124 m² Balcony Air conditioning Flat-screen TV Minibar Free Wifi More | Private suite 124 m² Balcony Air conditioning Flat-screen TV Minibar Free Wifi | Private suite | 124 m² | Balcony | Air conditioning | Flat-screen TV | Minibar | Free Wifi | More",,"EGP 201,621",,cairo
Ramses Hilton Hotel & Casino,https://www.booking.com/hotel/eg/ramses-hilton.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=4786409_274559468_2_42_0&highlighted_blocks=4786409_274559468_2_42_0&matching_block_id=4786409_274559468_2_42_0&sr_pri_blocks=4786409_274559468_2_42_0__49725&from_sustainable_property_sr=1&from=searchresults,"Panoramic Suite We have 3 left 1 full bed This room features panoramic views of the River Nile, a spacious seating area, working and dining areas, a kitchenette, 2 bathrooms, and a balcony. Private suite 156 m² Balcony Air conditioning Minibar Free Wifi More | Panoramic Suite | We have 3 left | 1 full bed | This room features panoramic views of the River Nile, a spacious seating area, working and dining areas, a kitchenette, 2 bathrooms, and a balcony. | Private suite 156 m² Balcony Air conditioning Minibar Free Wifi More | Private suite 156 m² Balcony Air conditioning Minibar Free Wifi | Private suite | 156 m² | Balcony | Air conditioning | Minibar | Free Wifi | More",,"EGP 404,611",,cairo
Locanda Pyramids Hotel,https://www.booking.com/hotel/eg/locanda-pyramids.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1088585401_387561200_2_1_0&highlighted_blocks=1088585401_387561200_2_1_0&matching_block_id=1088585401_387561200_2_1_0&sr_pri_blocks=1088585401_387561200_2_1_0__10000&from=searchresults,Twin Room with Mountain View We have 5 left 2 twin beds 25 m² Mountain view Landmark view City view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi Free toiletries Safe Bidet Toilet Bathtub or shower Towels Linens Desk TV Slippers Tea/Coffee maker Heating Hairdryer Towels/Sheets (extra fee) Wake-up service/Alarm clock Electric kettle Outdoor dining area Wake-up service Entire unit located on ground floor Clothes rack Toilet paper | Twin Room with Mountain View | We have 5 left | 2 twin beds | 25 m² Mountain view Landmark view City view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi Free toiletries Safe Bidet Toilet Bathtub or shower Towels Linens Desk TV Slippers Tea/Coffee maker Heating Hairdryer Towels/Sheets (extra fee) Wake-up service/Alarm clock Electric kettle Outdoor dining area Wake-up service Entire unit located on ground floor Clothes rack Toilet paper | 25 m² Mountain view Landmark view City view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi | 25 m² | Mountain view | Landmark view | City view | Air conditioning | Patio | Private bathroom | Flat-screen TV | Minibar | Free Wifi | Free toiletries Safe Bidet Toilet Bathtub or shower Towels Linens Desk TV Slippers Tea/Coffee maker Heating Hairdryer Towels/Sheets (extra fee) Wake-up service/Alarm clock Electric kettle Outdoor dining area Wake-up service Entire unit located on ground floor Clothes rack Toilet paper | Free toiletries | Safe | Bidet | Toilet | Bathtub or shower | Towels | Linens | Desk | TV | Slippers | Tea/Coffee maker | Heating | Hairdryer | Towels/Sheets (extra fee) | Wake-up service/Alarm clock | Electric kettle | Outdoor dining area | Wake-up service | Entire unit located on ground floor | Clothes rack | Toilet paper,,"EGP 5,352",,cairo
Locanda Pyramids Hotel,https://www.booking.com/hotel/eg/locanda-pyramids.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1088585401_387561200_2_1_0&highlighted_blocks=1088585401_387561200_2_1_0&matching_block_id=1088585401_387561200_2_1_0&sr_pri_blocks=1088585401_387561200_2_1_0__10000&from=searchresults,,Max. people: 1,"EGP 4,817 | EGP 6,166",,cairo
Locanda Pyramids Hotel,https://www.booking.com/hotel/eg/locanda-pyramids.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1088585401_387561200_2_1_0&highlighted_blocks=1088585401_387561200_2_1_0&matching_block_id=1088585401_387561200_2_1_0&sr_pri_blocks=1088585401_387561200_2_1_0__10000&from=searchresults,Twin Room with City View We have 5 left 2 twin beds 25 m² Mountain view City view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi More | Twin Room with City View | We have 5 left | 2 twin beds | 25 m² Mountain view City view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi More | 25 m² Mountain view City view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi | 25 m² | Mountain view | City view | Air conditioning | Patio | Private bathroom | Flat-screen TV | Minibar | Free Wifi | More,,"EGP 6,422",,cairo
Locanda Pyramids Hotel,https://www.booking.com/hotel/eg/locanda-pyramids.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1088585401_387561200_2_1_0&highlighted_blocks=1088585401_387561200_2_1_0&matching_block_id=1088585401_387561200_2_1_0&sr_pri_blocks=1088585401_387561200_2_1_0__10000&from=searchresults,Double Room with Mountain View 1 queen bed 25 m² Mountain view City view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi More | Double Room with Mountain View | 1 queen bed | 25 m² Mountain view City view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi More | 25 m² Mountain view City view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi | 25 m² | Mountain view | City view | Air conditioning | Patio | Private bathroom | Flat-screen TV | Minibar | Free Wifi | More,Max. people: 2,"EGP 7,493","Good breakfast included Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed discount may be available • We have 3 left | Good breakfast included | Good breakfast | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | discount may be available | • We have 3 left | • | We have 3 left",cairo
Locanda Pyramids Hotel,https://www.booking.com/hotel/eg/locanda-pyramids.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1088585401_387561200_2_1_0&highlighted_blocks=1088585401_387561200_2_1_0&matching_block_id=1088585401_387561200_2_1_0&sr_pri_blocks=1088585401_387561200_2_1_0__10000&from=searchresults,Deluxe Double Room 1 queen bed 25 m² Mountain view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi More | Deluxe Double Room | 1 queen bed | 25 m² Mountain view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi More | 25 m² Mountain view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi | 25 m² | Mountain view | Air conditioning | Patio | Private bathroom | Flat-screen TV | Minibar | Free Wifi | More,Max. people: 2,"EGP 9,098","Good breakfast included Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed discount may be available • We have 3 left | Good breakfast included | Good breakfast | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | discount may be available | • We have 3 left | • | We have 3 left",cairo
Locanda Pyramids Hotel,https://www.booking.com/hotel/eg/locanda-pyramids.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1088585401_387561200_2_1_0&highlighted_blocks=1088585401_387561200_2_1_0&matching_block_id=1088585401_387561200_2_1_0&sr_pri_blocks=1088585401_387561200_2_1_0__10000&from=searchresults,Standard Triple Room 3 twin beds 35 m² Mountain view City view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi More | Standard Triple Room | 3 twin beds | 35 m² Mountain view City view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi More | 35 m² Mountain view City view Air conditioning Patio Private bathroom Flat-screen TV Minibar Free Wifi | 35 m² | Mountain view | City view | Air conditioning | Patio | Private bathroom | Flat-screen TV | Minibar | Free Wifi | More,Max. people: 3,"EGP 11,239","Good breakfast included Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed discount may be available • We have 3 left | Good breakfast included | Good breakfast | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | discount may be available | • We have 3 left | • | We have 3 left",cairo
S S Luxor Hotel,https://www.booking.com/hotel/eg/s-s-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=1491671303_420820992_0_1_0&highlighted_blocks=1491671303_420820992_0_1_0&matching_block_id=1491671303_420820992_0_1_0&sr_pri_blocks=1491671303_420820992_0_1_0__17820&from=searchresults,Double or Twin Room 2 twin beds 25 m² City view Air conditioning Attached bathroom Flat-screen TV Soundproof Terrace Minibar Free Wifi Free toiletries Toilet Bathtub or shower Towels Linens TV Refrigerator Telephone Tea/Coffee maker Hairdryer Electric kettle Wake-up service Wardrobe or closet Dining table Upper floors accessible by elevator Clothes rack Drying rack for clothing Toilet paper Single-room AC for guest accommodation Hand sanitizer | Double or Twin Room | 2 twin beds | 25 m² City view Air conditioning Attached bathroom Flat-screen TV Soundproof Terrace Minibar Free Wifi Free toiletries Toilet Bathtub or shower Towels Linens TV Refrigerator Telephone Tea/Coffee maker Hairdryer Electric kettle Wake-up service Wardrobe or closet Dining table Upper floors accessible by elevator Clothes rack Drying rack for clothing Toilet paper Single-room AC for guest accommodation Hand sanitizer | 25 m² City view Air conditioning Attached bathroom Flat-screen TV Soundproof Terrace Minibar Free Wifi | 25 m² | City view | Air conditioning | Attached bathroom | Flat-screen TV | Soundproof | Terrace | Minibar | Free Wifi | Free toiletries Toilet Bathtub or shower Towels Linens TV Refrigerator Telephone Tea/Coffee maker Hairdryer Electric kettle Wake-up service Wardrobe or closet Dining table Upper floors accessible by elevator Clothes rack Drying rack for clothing Toilet paper Single-room AC for guest accommodation Hand sanitizer | Free toiletries | Toilet | Bathtub or shower | Towels | Linens | TV | Refrigerator | Telephone | Tea/Coffee maker | Hairdryer | Electric kettle | Wake-up service | Wardrobe or closet | Dining table | Upper floors accessible by elevator | Clothes rack | Drying rack for clothing | Toilet paper | Single-room AC for guest accommodation | Hand sanitizer,Max. people: 2,"EGP 9,537","Buffet breakfast included Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property discount may be available | Buffet breakfast included | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | discount may be available",luxor
S S Luxor Hotel,https://www.booking.com/hotel/eg/s-s-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=1491671303_420820992_0_1_0&highlighted_blocks=1491671303_420820992_0_1_0&matching_block_id=1491671303_420820992_0_1_0&sr_pri_blocks=1491671303_420820992_0_1_0__17820&from=searchresults,Single Room 1 twin bed 20 m² City view Air conditioning Attached bathroom Flat-screen TV Soundproof Terrace Minibar Free Wifi More | Single Room | 1 twin bed | 20 m² City view Air conditioning Attached bathroom Flat-screen TV Soundproof Terrace Minibar Free Wifi More | 20 m² City view Air conditioning Attached bathroom Flat-screen TV Soundproof Terrace Minibar Free Wifi | 20 m² | City view | Air conditioning | Attached bathroom | Flat-screen TV | Soundproof | Terrace | Minibar | Free Wifi | More,Max. people: 1,"EGP 8,670","Buffet breakfast included Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property discount may be available • We have 5 left | Buffet breakfast included | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | discount may be available | • We have 5 left | • | We have 5 left",luxor
Nefertiti Hotel Luxor,https://www.booking.com/hotel/eg/nefertiti.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=24397805_338394725_2_41_0&highlighted_blocks=24397805_338394725_2_41_0&matching_block_id=24397805_338394725_2_41_0&sr_pri_blocks=24397805_338394725_2_41_0__19044&from=searchresults,Twin Room We have 6 left 2 twin beds 16 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar Shower Safe Bidet Toilet Towels Linens Socket near the bed Tile/Marble floor Desk Sitting area Private entrance Refrigerator Telephone Ironing facilities Satellite channels Tea/Coffee maker Heating Hairdryer Electric kettle Outdoor furniture Outdoor dining area Cable channels Wake-up service Dryer Wardrobe or closet Upper floors accessible by stairs only Clothes rack Toilet paper Child safety socket covers Hand sanitizer | Twin Room | We have 6 left | 2 twin beds | 16 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar Shower Safe Bidet Toilet Towels Linens Socket near the bed Tile/Marble floor Desk Sitting area Private entrance Refrigerator Telephone Ironing facilities Satellite channels Tea/Coffee maker Heating Hairdryer Electric kettle Outdoor furniture Outdoor dining area Cable channels Wake-up service Dryer Wardrobe or closet Upper floors accessible by stairs only Clothes rack Toilet paper Child safety socket covers Hand sanitizer | 16 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar | 16 m² | Balcony | Mountain view | Landmark view | City view | River view | Bathtub | Air conditioning | Private bathroom | Flat-screen TV | Terrace | Minibar | Shower Safe Bidet Toilet Towels Linens Socket near the bed Tile/Marble floor Desk Sitting area Private entrance Refrigerator Telephone Ironing facilities Satellite channels Tea/Coffee maker Heating Hairdryer Electric kettle Outdoor furniture Outdoor dining area Cable channels Wake-up service Dryer Wardrobe or closet Upper floors accessible by stairs only Clothes rack Toilet paper Child safety socket covers Hand sanitizer | Shower | Safe | Bidet | Toilet | Towels | Linens | Socket near the bed | Tile/Marble floor | Desk | Sitting area | Private entrance | Refrigerator | Telephone | Ironing facilities | Satellite channels | Tea/Coffee maker | Heating | Hairdryer | Electric kettle | Outdoor furniture | Outdoor dining area | Cable channels | Wake-up service | Dryer | Wardrobe or closet | Upper floors accessible by stairs only | Clothes rack | Toilet paper | Child safety socket covers | Hand sanitizer,,"EGP 10,192",,luxor
Nefertiti Hotel Luxor,https://www.booking.com/hotel/eg/nefertiti.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=24397805_338394725_2_41_0&highlighted_blocks=24397805_338394725_2_41_0&matching_block_id=24397805_338394725_2_41_0&sr_pri_blocks=24397805_338394725_2_41_0__19044&from=searchresults,,Max. people: 1 | Max. people: 3,"EGP 11,079 | EGP 9,173 | EGP 9,971 | EGP 10,586 | EGP 14,772 | EGP 9,848",,luxor
Nefertiti Hotel Luxor,https://www.booking.com/hotel/eg/nefertiti.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=24397805_338394725_2_41_0&highlighted_blocks=24397805_338394725_2_41_0&matching_block_id=24397805_338394725_2_41_0&sr_pri_blocks=24397805_338394725_2_41_0__19044&from=searchresults,Double Room We have 4 left 1 full bed 16 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | Double Room | We have 4 left | 1 full bed | 16 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | 16 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar | 16 m² | Balcony | Mountain view | Landmark view | City view | River view | Bathtub | Air conditioning | Private bathroom | Flat-screen TV | Terrace | Minibar | More,,"EGP 10,192",,luxor
Nefertiti Hotel Luxor,https://www.booking.com/hotel/eg/nefertiti.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=24397805_338394725_2_41_0&highlighted_blocks=24397805_338394725_2_41_0&matching_block_id=24397805_338394725_2_41_0&sr_pri_blocks=24397805_338394725_2_41_0__19044&from=searchresults,Triple Room We have 7 left 3 twin beds 20 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | Triple Room | We have 7 left | 3 twin beds | 20 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | 20 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar | 20 m² | Balcony | Mountain view | Landmark view | City view | River view | Bathtub | Air conditioning | Private bathroom | Flat-screen TV | Terrace | Minibar | More,,"EGP 13,590",,luxor
Nefertiti Hotel Luxor,https://www.booking.com/hotel/eg/nefertiti.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=24397805_338394725_2_41_0&highlighted_blocks=24397805_338394725_2_41_0&matching_block_id=24397805_338394725_2_41_0&sr_pri_blocks=24397805_338394725_2_41_0__19044&from=searchresults,Single Room We have 1 left 1 twin bed Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | Single Room | We have 1 left | 1 twin bed | Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar | Balcony | Mountain view | Landmark view | City view | River view | Bathtub | Air conditioning | Private bathroom | Flat-screen TV | Terrace | Minibar | More,,"EGP 9,060",,luxor
Yasmine Guest House,https://www.booking.com/hotel/eg/yasmine-guest-house.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=1118850901_384711855_2_1_0&highlighted_blocks=1118850901_384711855_2_1_0&matching_block_id=1118850901_384711855_2_1_0&sr_pri_blocks=1118850901_384711855_2_1_0__7866&from=searchresults,Deluxe Double Room We have 4 left 1 queen bed 1 room 30 m² Air conditioning Private bathroom Flat-screen TV Free Wifi Free toiletries Shower Toilet Towels Linens Refrigerator Tea/Coffee maker Electric kettle Wardrobe or closet Toilet paper | Deluxe Double Room | We have 4 left | 1 queen bed | 1 room 30 m² Air conditioning Private bathroom Flat-screen TV Free Wifi Free toiletries Shower Toilet Towels Linens Refrigerator Tea/Coffee maker Electric kettle Wardrobe or closet Toilet paper | 1 room 30 m² Air conditioning Private bathroom Flat-screen TV Free Wifi | 1 room | 30 m² | Air conditioning | Private bathroom | Flat-screen TV | Free Wifi | Free toiletries Shower Toilet Towels Linens Refrigerator Tea/Coffee maker Electric kettle Wardrobe or closet Toilet paper | Free toiletries | Shower | Toilet | Towels | Linens | Refrigerator | Tea/Coffee maker | Electric kettle | Wardrobe or closet | Toilet paper,,"EGP 4,576",,luxor
Yasmine Guest House,https://www.booking.com/hotel/eg/yasmine-guest-house.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=1118850901_384711855_2_1_0&highlighted_blocks=1118850901_384711855_2_1_0&matching_block_id=1118850901_384711855_2_1_0&sr_pri_blocks=1118850901_384711855_2_1_0__7866&from=searchresults,,Max. people: 1,"EGP 5,084 | EGP 4,118 | EGP 4,576",,luxor
